Plot,Rep,Column,Range,Entry,Accession,Rand,Type,Trial,Loc,Entry_no,Survival.autumn.2015,Height.2015,Basal.circumference.2015,Culm.number.2015,Fall.dormancy.date.2015,Frost.Damage.2015,Number.of.Reproductive.Culms.2015,Spring.Re.growth.Date.2016,Frost.Damage.Spring.2016,Survival.spring.2016,Overwintering.Ability.2016,Tiller.Count,Basal.Circ.during.Tiller.Count,First.Heading.Date.2016,X50..Heading.Date.2016,First.Flowering.Date.2016,X50..Flowering.Date.2016,Survival.autumn.2016,Growth.Stage.2016,Compressed.Plant.Circumference.2016,Basal.Circumference.2016,Total.Culm.2016,Repro.Culm.2016,Autumn.Dormancy.Date.2016,Frost.Damage.Autumn.2016,Lodging.2016,Culm.Length.2016,Culm.Outer.Diameter.at.the.Basal.Internode.2016,Culm.Outer.Diameter.at.Last.internode.2016,Culm.Node.Number.2016,Culm.Dry.Weight.2016,Secondary.Stem.Count.2016,Total.Weight.of.Secondary.Stems.2016,Primary.Stem.Weight.2016,Culm.Density.2016,Average.Internode.Length.2016,Biomass.Yield.fresh.weight.2016,Sub.sample.Yield.fresh.weight.2016,Sub.sample.Yield.dry.weight.2016,Moisture.content.2016,Biomass.Yield.dry.weight.2016,Spring.Re.growth.Date.2017,Frost.Damage.Spring.2017,Survival.spring.2017,Overwintering.Ability.2017,First.Heading.Date.2017,X50..Heading.Date.2017,First.Flowering.Date.2017,X50..Flowering.Date.2017,Survival.autumn.2017,Growth.Stage.2017,Compressed.Plant.Circumference.2017,Basal.Circumference.2017,Total.Culm.2017,Repro.Culm.2017,Autumn.Dormancy.Date.2017,Frost.Damage.Autumn.2017,Lodging.2017,CCirc.BCirc.2017,TCmN.Area.2017,Plant.Height.2017,Culm.Length.2017,Culm.Outer.Diameter.at.the.Basal.Internode.2017,Culm.Outer.Diameter.at.Last.internode.2017,Culm.Node.Number.2017,Culm.Dry.Weight.2017,Culm.Density..mass.volume..2017..CmDW.V.,Average.Internode.Length.2017,Biomass.Yield.fresh.weight.2017,Sub.sample.Yield.fresh.weight.2017,Sub.sample.Yield.dry.weight.2017,Moisture.content.2017,Biomass.Yield.dry.weight.2017,Prop.repro.culm.2015,Prop.repro.culm.2016,Prop.repro.culm.2017
405,1,NA,,JY268,JY268,0.69834689,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,789,1,25,5,1,9/10/2015,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,1,NA,,KMS392,KMS392,0.698393979,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,434,1,145,67.2,11,10/30/2015,0,8,3/15/2016,0,1,1,NA,NA,5/25/2016,9/2/2016,6/2/2016,9/8/2016,1,PF,44.5,485.3,233,82,10/30/2016,0,1,155.2,5.1,3.2,9,NA,NA,NA,NA,NA,NA,2300.2,130.22,72.6,44.24819536,1282.4,3/10/2017,0,1,1,7/1/2017,8/1/2017,7/8/2017,8/7/2017,1,PF,42.5,4.67,154,12,10/20/2017,NA,1,NA,NA,NA,143.5,2.8,2.5,13,NA,NA,NA,1100.3,98.42,65.58,33.36720179,733.1606787,0.727272727,0.35193133,0.077922078
407,1,NA,,RU2012-136,RU2012-136,0.698531455,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,102,1,20,20,5,9/10/2015,0,NA,4/1/2016,0,1,NA,NA,NA,7/15/2016,8/3/2016,7/30/2016,8/8/2016,0,PF,10.5,110.2,38,23,9/9/2016,0,1,63.3,1.8,1.6,8,NA,NA,NA,NA,NA,NA,17.29,17.29,12.99,24.86986698,12.99,3/20/2017,0,1,1,7/10/2017,8/15/2017,7/16/2017,8/20/2017,1,PF,20.2,3.03,120,55,10/15/2017,NA,1,NA,NA,NA,92,2.3,1.8,9,NA,NA,NA,150.2,87.48,73.55,15.92363969,126.2826932,NA,0.605263158,0.458333333
408,1,NA,,KMS441,KMS441,0.699930431,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,483,1,165,295.2,80,11/15/2015,11,54,3/15/2016,0,1,1,NA,NA,6/16/2016,6/25/2016,6/24/2016,7/3/2016,1,PF,80.2,70.2,205,215,10/10/2016,0,1,216.8,5.6,4.9,13,NA,NA,NA,NA,NA,NA,3900.2,132.64,77.83,41.32237636,2288.54,3/20/2017,0,1,1,7/8/2017,7/23/2017,7/13/2017,7/28/2017,1,PF,50.1,5.2,173,108,9/20/2017,NA,1,NA,NA,NA,215.2,4.8,3.8,13,NA,NA,NA,1700.1,146.57,115.82,20.97973664,1343.423497,0.675,1.048780488,0.624277457
409,1,NA,,RU2012-074,RU2012-074,0.704338363,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,50,1,35,25,6,9/10/2015,0,NA,4/20/2016,0,1,1,NA,NA,7/4/2016,8/7/2016,7/15/2016,8/15/2016,1,PF,25.3,65.8,50,24,9/9/2016,0,1,69.7,1.8,1.8,6,NA,NA,NA,NA,NA,NA,31.06,31.06,23.28,25.04829363,23.28,3/17/2017,0,1,1,6/25/2017,7/31/2017,6/30/2017,8/5/2017,1,PF,20.3,4.26,107,65,10/5/2017,NA,1,NA,NA,NA,92,2.9,2.3,7,NA,NA,NA,115.2,75.89,70.9,6.575306364,107.6252471,NA,0.48,0.607476636
410,1,NA,,JPN-2010-012,JPN-2010-012,0.707342311,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,195,1,75,67,25,11/15/2015,0,1,3/29/2016,0,1,1,NA,NA,7/4/2016,8/18/2016,7/15/2016,8/29/2016,1,PF,43.5,380.2,125,22,11/8/2016,0,1,162.1,6,5,14,NA,NA,NA,NA,NA,NA,1450.1,171.28,90.89,46.93484353,769.5,3/28/2017,0,1,1,6/24/2017,7/23/2017,6/30/2017,7/29/2017,1,PF,37.3,5.17,116,30,10/10/2017,NA,3,NA,NA,NA,147.2,4.3,3.4,12,NA,NA,NA,1200.5,143.02,85.06,40.52580059,713.9877639,0.04,0.176,0.25862069
411,1,NA,,RU2012-169,RU2012-169,0.707659446,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,129,1,55,39,20,9/30/2015,0,7,3/20/2016,0,1,1,NA,NA,7/24/2016,8/6/2016,7/30/2016,8/12/2016,1,PF,19.2,210.3,65,46,9/20/2016,0,1,155.1,3.8,3.1,6,NA,NA,NA,NA,NA,NA,200.2,59.03,41,30.54379129,139.05,3/20/2017,0,1,1,6/25/2017,8/6/2017,6/30/2017,8/11/2017,1,PF,35.2,4.08,103,41,10/10/2017,NA,1,NA,NA,NA,176.2,4,3,10,NA,NA,NA,450.1,130.33,110.78,15.00038364,382.5832732,0.35,0.707692308,0.398058252
412,1,NA,,JY171,JY171,0.708062478,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,692,1,150,230,58,10/10/2015,0,22,3/20/2016,0,1,1,NA,NA,5/25/2016,6/30/2016,6/7/2016,7/8/2016,1,PF,95.8,370.5,310,90,9/25/2016,0,1,190.2,5.9,4.2,10,NA,NA,NA,NA,NA,NA,3600.1,98.72,74.9,24.12884927,2731.44,3/17/2017,0,1,1,7/9/2017,7/15/2017,7/14/2017,7/20/2017,1,PF,70.4,5.7,408,58,9/25/2017,NA,1,NA,NA,NA,182.4,4.5,2.7,13,NA,NA,NA,3000.1,124.54,98.62,20.81259033,2375.701477,0.379310345,0.290322581,0.142156863
413,1,NA,,JY207,JY207,0.712291224,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,728,1,90,29,20,10/10/2015,0,8,4/17/2016,0,1,1,NA,NA,7/9/2016,8/8/2016,7/16/2016,8/15/2016,1,PF,22.8,230.3,91,58,10/15/2016,0,1,142.1,2.9,2.3,11,NA,NA,NA,NA,NA,NA,350,93.43,50.71,45.7240715,189.97,3/25/2017,0,1,1,5/27/2017,7/15/2017,5/31/2017,7/20/2017,1,PF,31.5,5.4,115,40,10/25/2017,NA,5,NA,NA,NA,208.2,3.5,3.5,10,NA,NA,NA,450.2,131.94,99.13,24.86736395,338.2471275,0.4,0.637362637,0.347826087
414,1,NA,,JY001,JY001,0.713070629,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,521,1,170,350,170,11/20/2015,11,25,3/7/2016,8,1,1,NA,NA,10/3/2016,10/6/2016,10/8/2016,10/11/2016,1,PF,67,670.5,215,20,11/15/2016,0,1,265.3,7.7,3.9,31,NA,NA,NA,NA,NA,NA,8500.1,246.65,106.89,56.66328806,3683.66,2/25/2017,8,1,1,10/5/2017,10/8/2017,10/12/2017,10/15/2017,1,PF,66.3,5.55,189,15,10/20/2017,NA,1,NA,NA,NA,255.6,6.2,2,27,NA,NA,NA,6250.3,267.42,140.15,47.59180316,3275.669527,0.147058824,0.093023256,0.079365079
415,1,NA,,JY053,JY053,0.714040966,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,573,1,215,439,53,11/30/2015,7,22,3/2/2016,10,1,1,NA,NA,9/20/2016,9/25/2016,9/28/2016,10/3/2016,1,PF,45.3,680.3,87,58,11/15/2016,0,1,373.2,13.9,5,32,NA,NA,NA,NA,NA,NA,7000.3,131.71,78.04,40.74861438,4147.77,2/28/2017,8,1,1,9/26/2017,9/28/2017,10/10/2017,10/12/2017,1,PF,70.3,6,96,70,10/30/2017,NA,1,NA,NA,NA,345,11.9,4.1,29,NA,NA,NA,12800.5,193.33,106.5,44.91284332,7051.43149,0.41509434,0.666666667,0.729166667
416,1,NA,,JM2014-H-43,JM2014-H-43,0.714475218,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,261,1,115,55,26,10/30/2015,9,5,3/15/2016,0,1,1,NA,NA,8/18/2016,9/6/2016,8/27/2016,9/15/2016,1,PF,45.2,310.2,95,14,10/15/2016,0,1,137.2,2.9,3.5,10,NA,NA,NA,NA,NA,NA,1250,106.27,63.79,39.97365202,750.33,3/25/2017,0,1,1,9/10/2017,9/19/2017,9/19/2017,9/27/2017,1,PF,30.5,5.15,100,8,10/30/2017,NA,5,NA,NA,NA,124.5,4.1,3.2,14,NA,NA,NA,500.5,131.69,91.83,30.26805376,349.0083909,0.192307692,0.147368421,0.08
417,1,NA,,JY123,JY123,0.715176236,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,644,1,140,250,67,11/25/2015,5,27,3/7/2016,8,1,1,NA,NA,8/29/2016,9/30/2016,9/5/2016,10/6/2016,1,PF,57.5,560.3,193,42,10/30/2016,0,1,220.2,5.9,4.7,19,NA,NA,NA,NA,NA,NA,950.2,207.24,97.02,53.18471338,444.84,3/8/2017,0,1,1,10/2/2017,10/8/2017,10/13/2017,10/16/2017,1,PF,46.5,5.12,192,20,10/30/2017,NA,1,NA,NA,NA,260.6,6,4.2,19,NA,NA,NA,4550.3,234.63,121.08,48.39534586,2348.166577,0.402985075,0.21761658,0.104166667
418,1,NA,,KMS348,KMS348,0.716937908,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,390,1,150,230,40,11/10/2015,5,22,3/22/2016,0,1,1,NA,NA,5/28/2016,8/16/2016,6/4/2016,8/22/2016,1,PF,45.6,467.3,153,82,10/25/2016,0,3,147.8,3.6,3.6,9,NA,NA,NA,NA,NA,NA,5000.1,114.09,69.41,39.16206504,3041.96,3/17/2017,0,1,1,6/15/2017,7/23/2017,6/20/2017,7/28/2017,1,PF,60.5,4.55,279,30,10/5/2017,NA,5,NA,NA,NA,161.2,4,2.6,13,NA,NA,NA,1450.3,105.67,96.61,8.573862023,1325.953279,0.55,0.535947712,0.107526882
419,1,NA,,JY025,JY025,0.71750574,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,545,1,215,240,35,12/5/2015,5,20,3/2/2016,4,1,1,NA,NA,9/26/2016,9/28/2016,10/3/2016,10/5/2016,1,PF,45.3,612.3,40,50,11/15/2016,0,1,365.2,19.7,4.2,38,NA,NA,NA,NA,NA,NA,7800.2,270.47,136.36,49.58405738,3932.54,2/28/2017,3,1,1,10/1/2017,10/5/2017,10/11/2017,10/13/2017,1,PF,62.3,6,54,53,10/30/2017,NA,1,NA,NA,NA,345.6,16.8,4.5,33,NA,NA,NA,13000.5,253.35,121.61,51.99921058,6240.342629,0.571428571,1.25,0.981481481
420,1,NA,,RU2012-156,RU2012-156,0.718141966,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,118,1,60,30,8,9/30/2015,0,3,4/20/2016,0,1,1,NA,NA,7/5/2016,8/3/2016,7/10/2016,8/8/2016,1,PF,20.8,165.3,53,42,10/15/2016,0,1,104.6,2.6,2.1,8,NA,NA,NA,NA,NA,NA,200.1,68.96,43.89,36.35440835,127.35,3/28/2017,0,1,1,5/27/2017,8/20/2017,6/1/2017,8/25/2017,1,PF,30.2,4.6,100,12,10/30/2017,NA,5,NA,NA,NA,78.8,2.3,1.8,7,NA,NA,NA,400.2,116.91,93.57,19.96407493,320.3037721,0.375,0.79245283,0.12
421,1,NA,,KMS362,KMS362,0.718614496,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,404,1,85,50,38,9/30/2015,0,7,3/22/2016,0,1,1,NA,NA,5/20/2016,8/21/2016,5/30/2016,8/30/2016,1,PF,79.2,130.2,253,105,10/15/2016,0,1,140.8,2.7,3.1,12,NA,NA,NA,NA,NA,NA,650.5,101.12,56.01,44.61036392,360.31,3/20/2017,0,1,1,5/8/2017,9/15/2017,5/26/2017,9/22/2017,1,PF,40.3,5.12,120,22,10/30/2017,NA,7,NA,NA,NA,106.5,1.5,1.8,15,NA,NA,NA,650.2,137.53,93.54,31.98574856,442.2286628,0.184210526,0.415019763,0.183333333
422,1,NA,,KMS405,KMS405,0.725491888,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,447,1,70,25,12,10/10/2015,0,2,5/5/2016,0,1,1,NA,NA,9/10/2016,9/28/2016,9/17/2016,10/1/2016,1,PF,12.8,70.5,42,8,10/20/2016,0,1,181.2,3.3,2.9,8,NA,NA,NA,NA,NA,NA,200.5,93.42,52.79,43.49175765,113.3,3/20/2017,0,1,1,5/26/2017,6/3/2017,5/30/2017,6/7/2017,1,PF,50.3,4.9,180,95,9/30/2017,NA,7,NA,NA,NA,144.2,3.6,3.7,7,NA,NA,NA,900.3,90.32,76.59,15.20150576,763.4408437,0.166666667,0.19047619,0.527777778
423,1,NA,,KMS354,KMS354,0.726625987,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,396,1,92,17,8,10/10/2015,0,2,4/15/2016,0,1,1,NA,NA,7/2/2016,8/2/2016,7/9/2016,8/8/2016,1,PF,20.3,300.5,100,92,10/20/2016,0,1,134.1,1.7,2,15,NA,NA,NA,NA,NA,NA,500.15,103.08,57.15,44.55762515,277.3,3/25/2017,0,1,1,5/28/2017,6/13/2017,6/3/2017,6/19/2017,1,PF,51.5,5.5,226,75,10/15/2017,NA,7,NA,NA,NA,175.2,2.8,2.4,7,NA,NA,NA,1500.2,142.88,99.5,30.36114222,1044.722144,0.25,0.92,0.331858407
424,1,NA,,JPN-2011-025,JPN-2011-025,0.729524758,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,219,1,130,425,58,11/30/2015,9,5,3/2/2016,2,1,1,NA,NA,10/3/2016,10/12/2016,10/8/2016,10/17/2016,1,PF,62.3,568.5,163,3,10/25/2016,0,1,195.5,8,5.2,21,NA,NA,NA,NA,NA,NA,5400.2,247.89,129.69,47.68243979,2825.25,2/28/2017,8,1,1,9/26/2017,9/29/2017,10/10/2017,10/12/2017,1,PF,52.3,4.95,128,10,10/15/2017,NA,5,NA,NA,NA,292.8,8.8,6,22,NA,NA,NA,6200.5,251.74,146.53,41.79311989,3609.117601,0.086206897,0.018404908,0.078125
425,1,NA,,JM2014-H-29,JM2014-H-29,0.729741907,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,257,1,140,169,30,10/10/2015,0,9,3/15/2016,0,1,1,NA,NA,8/18/2016,9/3/2016,8/26/2016,9/22/2016,1,PF,70.2,445.2,202,40,10/10/2016,0,3,137.5,3.1,3.7,13,NA,NA,NA,NA,NA,NA,1700.2,154.56,94.77,38.68400621,1042.49,3/20/2017,0,1,1,6/10/2017,9/23/2017,6/16/2017,9/29/2017,1,PF,40.2,5.04,121,10,10/15/2017,NA,9,NA,NA,NA,130,3,3,14,NA,NA,NA,550.2,82.63,71.23,13.79644197,474.2919763,0.3,0.198019802,0.082644628
426,1,NA,,RU2012-086,RU2012-086,0.731430669,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,61,1,10,20,5,9/10/2015,0,NA,3/29/2016,0,1,1,NA,NA,8/7/2016,8/15/2016,8/13/2016,8/21/2016,1,PF,8.8,80.3,12,4,9/9/2016,0,1,66.8,1.7,1.6,7,NA,NA,NA,NA,NA,NA,19.22,19.22,14.3,25.59833507,14.3,3/30/2017,0,1,1,8/15/2017,8/24/2017,8/21/2017,8/30/2017,1,PF,6.2,3.4,68,14,10/5/2017,NA,1,NA,NA,NA,86.2,2,1.8,8,NA,NA,NA,36.06,36.06,30.18,16.30615641,30.18,NA,0.333333333,0.205882353
427,1,NA,,JY330,JY330,0.732495517,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,848,1,200,100,125,12/6/2015,9,32,3/2/2016,6,1,1,NA,NA,10/11/2016,10/15/2016,10/18/2016,10/22/2016,1,PF,100.2,536.3,532,132,11/20/2016,0,1,316,5.4,3,20,NA,NA,NA,NA,NA,NA,20300,281.91,138.67,50.81054237,9985.46,2/22/2017,9,1,1,10/20/2017,10/22/2017,10/25/2017,10/27/2017,1,PF,135.4,4.9,516,56,10/30/2017,NA,5,NA,NA,NA,285,6,1.2,19,NA,NA,NA,20000.3,144.08,91.91,36.20905053,12758.38127,0.256,0.248120301,0.108527132
428,1,NA,,RU2012-163,RU2012-163,0.73381423,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,124,1,70,41,17,9/20/2015,0,2,4/8/2016,0,1,1,NA,NA,7/31/2016,8/8/2016,8/6/2016,8/15/2016,1,PF,8.8,90.2,56,33,9/25/2016,0,1,114.8,2.3,2,8,NA,NA,NA,NA,NA,NA,150.5,58.91,43.44,26.26039722,110.98,3/30/2017,0,1,1,6/10/2017,8/15/2017,6/16/2017,8/21/2017,1,PF,20.3,3.8,108,43,10/5/2017,NA,7,NA,NA,NA,126.5,2.7,2.5,7,NA,NA,NA,67.33,67.33,60.83,9.653943265,60.83,0.117647059,0.589285714,0.398148148
429,1,NA,,JY289,JY289,0.736451257,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,810,1,200,220,22,9/30/2015,0,17,3/15/2016,0,1,1,NA,NA,6/8/2016,6/19/2016,6/15/2016,6/26/2016,1,PF,48.8,315.3,130,85,9/25/2016,0,1,241.2,6.2,5.1,12,NA,NA,NA,NA,NA,NA,1200.1,146.11,92.09,36.97214427,756.4,3/20/2017,0,1,1,6/16/2017,7/1/2017,6/23/2017,7/6/2017,1,PF,45,4.65,156,108,9/25/2017,NA,1,NA,NA,NA,272.5,5,4.3,11,NA,NA,NA,1650.2,119.66,99.45,16.88952031,1371.489136,0.772727273,0.653846154,0.692307692
430,1,NA,,KMS001,KMS001,0.736944187,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,344,1,92,102,10,9/30/2015,0,4,3/7/2016,8,1,1,NA,NA,7/15/2016,8/23/2016,7/20/2016,8/27/2016,1,PF,54.2,350.2,121,21,9/30/2016,0,1,108.2,3.3,3.4,8,NA,NA,NA,NA,NA,NA,450.2,96.73,71.66,25.91750233,333.52,3/20/2017,0,1,1,6/24/2017,7/23/2017,6/30/2017,7/29/2017,1,PF,39.3,5.4,108,10,10/20/2017,NA,7,NA,NA,NA,106.5,3,2,10,NA,NA,NA,1000.3,173.84,103.76,40.31293143,597.0497469,0.4,0.173553719,0.092592593
431,1,NA,,JY187,JY187,0.737343536,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,708,1,150,95,20,9/30/2015,0,15,3/7/2016,8,1,1,NA,NA,5/25/2016,6/26/2016,6/3/2016,7/3/2016,1,PF,13.5,220.2,43,40,9/30/2016,0,1,118.3,3.7,2.4,7,NA,NA,NA,NA,NA,NA,150.3,77.54,45.69,41.0755739,88.56,3/20/2017,0,1,1,6/2/2017,6/17/2017,6/8/2017,6/23/2017,1,PF,40.2,4.72,128,82,10/10/2017,NA,1,NA,NA,NA,169.2,3.7,3.4,10,NA,NA,NA,500.2,90.24,81.83,9.319592199,453.5833998,0.75,0.930232558,0.640625
432,1,NA,,RU2012-159,RU2012-159,0.739968933,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,121,1,50,5,1,9/10/2015,0,1,3/15/2016,0,1,1,NA,NA,7/23/2016,8/1/2016,7/29/2016,8/6/2016,1,PF,7.8,130.3,20,14,10/15/2016,0,1,102.3,2.2,2,8,NA,NA,NA,NA,NA,NA,60.2,36.92,22.95,37.83856988,37.42,3/17/2017,0,1,1,8/17/2017,8/25/2017,8/23/2017,8/30/2017,1,PF,27.3,3.96,103,35,10/20/2017,NA,1,NA,NA,NA,124.2,2.3,1.8,10,NA,NA,NA,200.1,84.08,76.03,9.574215033,180.9419957,1,0.7,0.339805825
433,1,NA,,JPN-2010-013,JPN-2010-013,0.742508822,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,196,1,120,250,63,11/20/2015,2,16,3/22/2016,0,1,1,NA,NA,5/30/2016,8/2/2016,6/4/2016,8/6/2016,1,PF,65.5,661.5,291,65,10/20/2016,0,7,165.5,4,3.4,13,NA,NA,NA,NA,NA,NA,4800.2,155.39,90.9,41.50202716,2808.02,3/20/2017,0,1,1,6/1/2017,6/10/2017,6/6/2017,6/15/2017,1,PF,55.4,5.4,164,45,9/30/2017,NA,5,NA,NA,NA,165.4,6.7,4.3,11,NA,NA,NA,1800.2,165.62,139.5,15.77104214,1516.289699,0.253968254,0.223367698,0.274390244
434,1,NA,,JY258,JY258,0.742832557,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,779,1,72,100,12,9/30/2015,0,6,3/25/2016,0,1,1,NA,NA,7/2/2016,7/16/2016,7/9/2016,7/22/2016,1,PF,21.5,230.2,78,54,10/15/2016,0,1,149.1,3.1,3.4,9,NA,NA,NA,NA,NA,NA,250.2,76.38,54.36,28.82953653,178.07,3/25/2017,0,1,1,6/20/2017,8/12/2017,6/28/2017,8/18/2017,1,PF,35.2,5.15,205,48,10/10/2017,NA,5,NA,NA,NA,138.8,2.7,3.3,11,NA,NA,NA,400.3,92.25,85.27,7.566395664,370.0117182,0.5,0.692307692,0.234146341
435,1,NA,,KMS264,KMS264,0.744479425,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,353,1,90,347,23,10/10/2015,0,10,3/7/2016,8,1,1,NA,NA,6/26/2016,7/18/2016,7/3/2016,7/24/2016,1,PF,49.5,619.5,218,55,10/15/2016,0,1,131.8,3.6,3.6,9,NA,NA,NA,NA,NA,NA,1600.2,123.33,72.31,41.36868564,938.22,3/10/2017,0,1,1,6/11/2017,7/23/2017,6/17/2017,7/28/2017,1,PF,56.3,5.6,160,8,10/10/2017,NA,7,NA,NA,NA,110.2,3.3,3,10,NA,NA,NA,1550.2,164.86,108.53,34.1683853,1020.521691,0.434782609,0.252293578,0.05
436,1,NA,,RU2012-174,RU2012-174,0.745380097,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,133,1,77,76,12,10/10/2015,0,4,3/15/2016,0,1,1,NA,NA,7/31/2016,8/12/2016,8/6/2016,8/18/2016,1,PF,16.2,280.3,81,65,9/30/2016,0,1,166.8,3.4,3.1,10,NA,NA,NA,NA,NA,NA,300.1,85.55,58.43,31.70075979,204.97,3/17/2017,0,1,1,6/27/2017,9/1/2017,7/3/2017,9/6/2017,1,PF,45.4,5.2,408,65,10/15/2017,NA,7,NA,NA,NA,110,2.1,2.1,7,NA,NA,NA,750.2,92.35,86.23,6.626962642,700.4845263,0.333333333,0.802469136,0.159313725
437,1,NA,,KMS329,KMS329,0.745404576,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,377,1,155,125,45,11/10/2015,0,31,3/15/2016,0,1,1,NA,NA,5/17/2016,5/30/2016,5/30/2016,6/7/2016,1,PF,70.2,390.2,195,45,9/30/2016,0,9,186.2,5.3,3.3,10,NA,NA,NA,NA,NA,NA,220.1,95.54,69.99,26.74272556,161.24,3/28/2017,0,1,1,6/2/2017,6/12/2017,6/7/2017,6/17/2017,1,PF,60.2,5.1,355,116,9/20/2017,NA,7,NA,NA,NA,225.6,4.8,3.3,11,NA,NA,NA,1350.3,121.53,100.95,16.93409035,1121.638978,0.688888889,0.230769231,0.326760563
438,1,NA,,KMS417,KMS417,0.745712298,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,459,1,190,215,22,10/30/2015,0,17,3/15/2016,0,1,1,NA,NA,6/5/2016,6/26/2016,6/13/2016,7/3/2016,1,PF,59.2,475.3,250,115,9/30/2016,0,1,259.2,5.6,4.1,10,NA,NA,NA,NA,NA,NA,3650.2,154.11,104.88,31.94471481,2484.15,3/17/2017,0,1,1,7/7/2017,7/23/2017,7/16/2017,7/30/2017,1,PF,70.1,5.4,325,27,10/10/2017,NA,5,NA,NA,NA,217.8,4,2.4,13,NA,NA,NA,2700.2,135.68,113.77,16.14829009,2264.163871,0.772727273,0.46,0.083076923
439,1,NA,,JY267,JY267,0.748116974,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,788,1,95,50,22,10/10/2015,0,6,3/22/2016,0,1,1,NA,NA,7/23/2016,8/1/2016,7/29/2016,8/6/2016,1,PF,20.5,215.2,160,107,9/30/2016,0,1,122.8,2.7,3.1,8,NA,NA,NA,NA,NA,NA,500.3,94.27,57.52,38.98377002,305.26,3/17/2017,0,1,1,6/25/2017,7/31/2017,6/30/2017,8/5/2017,1,PF,46.2,5.2,205,83,10/20/2017,NA,7,NA,NA,NA,130,2.6,2.6,8,NA,NA,NA,1000.5,154.84,110.42,28.6876776,713.4797856,0.272727273,0.66875,0.404878049
440,1,NA,,JY174,JY174,0.748620882,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,695,1,147,193,50,11/20/2015,7,33,3/22/2016,0,1,1,NA,NA,5/20/2016,8/7/2016,5/30/2016,8/15/2016,1,PF,51.5,581.3,204,108,10/30/2016,0,1,158.8,2.4,3.2,10,NA,NA,NA,NA,NA,NA,2600.15,151.55,89.01,41.26690861,1527.15,3/17/2017,0,1,1,7/9/2017,7/31/2017,7/14/2017,8/5/2017,1,PF,45.3,4.85,403,25,9/20/2017,NA,1,NA,NA,NA,165.2,4.2,1.7,20,NA,NA,NA,1900.1,128.45,92.97,27.62164266,1375.261168,0.66,0.529411765,0.062034739
